Created Date,Agency,Complaint Type,Location Type,Street Name,City
January,DOF,SCRIE,Senior Address,,BELLEROSE
January,HPD,WATER LEAK,RESIDENTIAL BUILDING,PERRY AVENUE,BRONX
January,DOT,Street Light Condition,,FORT GREENE PARK,
January,DOT,Traffic Signal Condition,,,BROOKLYN
January,NYPD,Blocked Driveway,Street/Sidewalk,WILLOUGHBY AVENUE,BROOKLYN
January,DOF,SCRIE,Senior Address,,NEW YORK
January,DEP,Water System,,WEST  181 STREET,NEW YORK
January,HPD,PLUMBING,RESIDENTIAL BUILDING,HOWE AVENUE,BRONX
January,HPD,PLUMBING,RESIDENTIAL BUILDING,HOWE AVENUE,BRONX
January,DEP,Water System,,WEST  176 STREET,NEW YORK
January,DEP,Water System,,WEST  176 STREET,NEW YORK
January,DOT,Street Light Condition,,HENRY HUDSON PKWY,
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,LORING AVENUE,BROOKLYN
January,DEP,Water System,,,NEW YORK
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BRUCKNER BOULEVARD,BRONX
January,DEP,Water System,,ARDEN STREET,NEW YORK
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  186 STREET,NEW YORK
January,NYPD,Blocked Driveway,Street/Sidewalk,PARK AVENUE,BROOKLYN
January,DEP,Water System,,OVERLOOK TERRACE,NEW YORK
January,DEP,Water System,,ST NICHOLAS AVENUE,NEW YORK
January,DEP,Water System,,,NEW YORK
January,NYPD,Illegal Parking,Street/Sidewalk,CLEARVIEW EXPRESSWAY,OAKLAND GARDENS
January,DEP,Water System,,BROADWAY,NEW YORK
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BROOKLYN AVENUE,BROOKLYN
January,NYPD,Noise - Residential,Residential Building/House,99 STREET,REGO PARK
January,DEP,Water System,,WEST  171 STREET,NEW YORK
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  176 STREET,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  205 STREET,BRONX
January,NYPD,Noise - Residential,Residential Building/House,EAST 21 STREET,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WILKINSON AVENUE,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,86 STREET,BROOKLYN
January,NYPD,Noise - Vehicle,Street/Sidewalk,206 STREET,OAKLAND GARDENS
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  209 STREET,BRONX
January,NYPD,Noise - Residential,Residential Building/House,BRONX BOULEVARD,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  198 STREET,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,72 AVENUE,Forest Hills
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ST NICHOLAS AVENUE,NEW YORK
January,DOB,General Construction/Plumbing,,42 STREET,Astoria
January,DSNY,Derelict Vehicles,Street,88 STREET,East Elmhurst
January,DEP,Sewer,,HOR HARDING EXPRESSWAY S SVC RD,Little Neck
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NOSTRAND AVENUE,BROOKLYN
January,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,HALSEY STREET,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,KINGSBRIDGE TERRACE,BRONX
January,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,DR M L KING JR BOULEVARD,BRONX
January,DOT,Traffic Signal Condition,,,NEW YORK
January,NYPD,Blocked Driveway,Street/Sidewalk,210 STREET,OAKLAND GARDENS
January,DOT,Traffic Signal Condition,,,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,NEW YORK AVENUE,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  116 STREET,NEW YORK
January,NYPD,Blocked Driveway,Street/Sidewalk,4 AVENUE,BROOKLYN
January,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,STERLING PLACE,BROOKLYN
January,NYPD,Blocked Driveway,Street/Sidewalk,EAST 46 STREET,BROOKLYN
January,NYPD,Blocked Driveway,Street/Sidewalk,THOMAS S BOYLAND STREET,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ADAM C POWELL BOULEVARD,NEW YORK
January,NYPD,Blocked Driveway,Street/Sidewalk,125 STREET,SOUTH RICHMOND HILL
January,DSNY,Snow,Sidewalk,EAST    5 STREET,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MORRIS PARK AVENUE,BRONX
January,DPR,Maintenance or Facility,Park,,HOWARD BEACH
January,DSNY,Snow,Sidewalk,BEAVER STREET,NEW YORK
January,DPR,Maintenance or Facility,Park,,NEW YORK
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,GRAND CONCOURSE,BRONX
January,NYPD,Noise - Commercial,Store/Commercial,LENOX AVENUE,NEW YORK
January,NYPD,Illegal Parking,Street/Sidewalk,83 STREET,BROOKLYN
January,NYPD,Noise - Residential,Residential Building/House,OCEAN AVENUE,BROOKLYN
January,DOT,Street Light Condition,,,BROOKLYN
January,DEP,Sewer,,EAST   37 STREET,BROOKLYN
January,DEP,Hazardous Materials,,DESALES PLACE,BROOKLYN
January,DSNY,Snow,Sidewalk,STATE STREET,BROOKLYN
January,NYPD,Illegal Parking,Street/Sidewalk,,NEW YORK
January,NYPD,Blocked Driveway,Street/Sidewalk,54 STREET,BROOKLYN
January,NYPD,Noise - Residential,Residential Building/House,RHINELANDER AVENUE,BRONX
January,DSNY,Snow,Sidewalk,KISSENA BOULEVARD,Flushing
January,HPD,PLUMBING,RESIDENTIAL BUILDING,MILLER AVENUE,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,PROSPECT PLACE,BROOKLYN
January,NYPD,Illegal Parking,Street/Sidewalk,42 AVENUE,CORONA
January,DOB,Building/Use,,65 STREET,BROOKLYN
January,DSNY,Snow,Sidewalk,192 STREET,Flushing
January,DOT,Street Light Condition,,,
January,NYPD,Illegal Parking,Street/Sidewalk,35 AVENUE,FLUSHING
January,DSNY,Snow,Sidewalk,DIVISION AVENUE,BROOKLYN
January,HPD,HPD Literature Request,,,
January,DSNY,Snow,Sidewalk,EAST   10 STREET,NEW YORK
January,HPD,GENERAL,RESIDENTIAL BUILDING,SAUNDERS STREET,Rego Park
January,DEP,Water System,,SAYRES AVENUE,Jamaica
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,110 STREET,South Richmond Hill
January,DPR,New Tree Request,Street,CITY ISLAND AVENUE,BRONX
January,DOHMH,Rodent,3+ Family Apt. Building,WEST 165 STREET,BRONX
January,HPD,PLUMBING,RESIDENTIAL BUILDING,DAVIDSON AVENUE,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,51 STREET,Woodside
January,DSNY,Snow,Street,,Forest Hills
January,NYPD,Noise - Commercial,Club/Bar/Restaurant,BROADWAY,NEW YORK
January,DOT,Street Condition,,,Corona
January,DOHMH,Unsanitary Animal Pvt Property,1-2 Family Dwelling,LEEWOOD LOOP,STATEN ISLAND
January,HRA,Benefit Card Replacement,NYC Street Address,,
January,NYPD,Blocked Driveway,Street/Sidewalk,EAST 56 STREET,BROOKLYN
January,DSNY,Snow,Sidewalk,HOOKER PLACE,STATEN ISLAND
January,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,CONEY ISLAND AVENUE,BROOKLYN
January,HPD,PLUMBING,RESIDENTIAL BUILDING,THIERIOT AVENUE,BRONX
January,HPD,PLUMBING,RESIDENTIAL BUILDING,EAST  180 STREET,BRONX
January,DPR,Maintenance or Facility,Park,,NEW YORK
January,DSNY,Graffiti,Mixed Use,ST NICHOLAS AVENUE,NEW YORK
January,HPD,WATER LEAK,RESIDENTIAL BUILDING,FT WASHINGTON AVENUE,NEW YORK
January,DOT,Broken Muni Meter,Street,BROADWAY,BRONX
January,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,GRAFTON STREET,BROOKLYN
January,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,EAST  177 STREET,BRONX
January,DOT,Street Light Condition,,VAN WYCK EXPY,
January,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,,NEW YORK
January,NYPD,Blocked Driveway,Street/Sidewalk,89 AVENUE,HOLLIS
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,HUGHES AVENUE,BRONX
January,NYPD,Blocked Driveway,Street/Sidewalk,62 AVENUE,MIDDLE VILLAGE
January,NYPD,Noise - Commercial,Club/Bar/Restaurant,DEKALB AVENUE,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,JEROME AVENUE,BRONX
January,DHS,Homeless Person Assistance,,WEST 27 STREET,NEW YORK
January,NYPD,Non-Emergency Police Matter,Residential Building/House,WEST 2 STREET,BROOKLYN
January,DOT,Street Light Condition,,155 AVENUE,Howard Beach
January,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,AVENUE Y,BROOKLYN
January,HPD,SAFETY,RESIDENTIAL BUILDING,85 DRIVE,Jamaica
January,HPD,PLUMBING,RESIDENTIAL BUILDING,OCEAN AVENUE,BROOKLYN
January,DCA,Consumer Complaint,,EXTERIOR STREET,BRONX
January,HRA,Benefit Card Replacement,Address Outside of NYC,,
January,DOF,DOF Property - Update Account,Property Address,,SUNNYSIDE
January,DEP,Water System,,55 STREET,BROOKLYN
January,DSNY,Dirty Conditions,Sidewalk,ARNOW AVENUE,BRONX
January,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WHITE PLAINS ROAD,BRONX
January,HRA,Benefit Card Replacement,NYC Street Address,,
January,NYPD,Noise - Commercial,Store/Commercial,EAST 22 STREET,BROOKLYN
January,NYPD,Noise - Residential,Residential Building/House,DAVIS AVENUE,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  143 STREET,NEW YORK
January,NYPD,Noise - Residential,Residential Building/House,LEFFERTS PLACE,BROOKLYN
January,NYPD,Blocked Driveway,Street/Sidewalk,46 STREET,ASTORIA
January,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,LINDEN BOULEVARD,BROOKLYN
January,DSNY,Snow,Street,,STATEN ISLAND
January,DSNY,Snow,Sidewalk,215 STREET,Queens Village
January,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,102 STREET,Corona
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  190 STREET,BRONX
January,HPD,PLUMBING,RESIDENTIAL BUILDING,EAST   18 STREET,BROOKLYN
January,DOF,DOF Literature Request,,,
January,DOT,Street Light Condition,,12 ST E PED BRIDGE,
January,NYPD,Noise - Residential,Residential Building/House,BOWEN STREET,STATEN ISLAND
January,HPD,WATER LEAK,RESIDENTIAL BUILDING,EAST  119 STREET,NEW YORK
January,DOT,Street Condition,Street,,ASTORIA
January,NYPD,Noise - Residential,Residential Building/House,EAST 118 STREET,NEW YORK
January,DOT,Street Light Condition,,GRAND CENTRAL PKWY,
January,NYPD,Noise - Residential,Residential Building/House,WEST 170 STREET,NEW YORK
January,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,MAGAW PLACE,NEW YORK
January,NYPD,Noise - Residential,Residential Building/House,CAMBRELENG AVENUE,BRONX
January,NYPD,Noise - Residential,Residential Building/House,FLATBUSH AVENUE,BROOKLYN
January,NYPD,Noise - Residential,Residential Building/House,LAKE STREET,BROOKLYN
January,DOT,Street Condition,,,NEW YORK
January,DEP,Water System,,,BROOKLYN
January,HPD,PLUMBING,RESIDENTIAL BUILDING,EAST  117 STREET,NEW YORK
January,DOB,Electrical,,VINCENT AVENUE,BRONX
January,DSNY,Graffiti,Comercial,CRESTON AVENUE,BRONX
January,NYPD,Noise - Commercial,Club/Bar/Restaurant,,NEW YORK
January,NYPD,Noise - Residential,Residential Building/House,5 AVENUE,NEW YORK
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST 168 STREET,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MATTHEWS AVENUE,BRONX
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,76 AVENUE,Flushing
January,NYPD,Noise - Vehicle,Street/Sidewalk,,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,SHERMAN AVENUE,NEW YORK
January,NYPD,Illegal Parking,Street/Sidewalk,EAST 55 STREET,BROOKLYN
January,TLC,Taxi Compliment,,,
January,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,EAST   14 STREET,BROOKLYN
January,DOT,Street Condition,,,
January,NYPD,Vending,Street/Sidewalk,BROADWAY,NEW YORK
January,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,PARK AVENUE SOUTH,NEW YORK
January,HPD,SAFETY,RESIDENTIAL BUILDING,EAST   54 STREET,BROOKLYN
January,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BEDFORD PARK BOULEVARD,BRONX
January,NYPD,Noise - Commercial,Store/Commercial,CENTRAL AVENUE,BROOKLYN
January,NYPD,Illegal Parking,Street/Sidewalk,12 AVENUE,WHITESTONE
February,DOT,Street Condition,,CHURCH AVENUE,BROOKLYN
February,HPD,PLUMBING,RESIDENTIAL BUILDING,CENTRAL PARK WEST,NEW YORK
February,HPD,PLUMBING,RESIDENTIAL BUILDING,UNION HALL STREET,Jamaica
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WILLIAMSBRIDGE ROAD,BRONX
February,DOB,Building/Use,,EAST   31 STREET,BROOKLYN
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST   65 STREET,NEW YORK
February,DOT,Street Condition,,ARTHUR KILL ROAD,STATEN ISLAND
February,DOF,SCRIE,Senior Address,,BROOKLYN
February,DOF,DOF Property - Request Copy,Property Address,,SOUTH RICHMOND HILL
February,HPD,SAFETY,RESIDENTIAL BUILDING,65 STREET,Ridgewood
February,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,SHERIDAN AVENUE,BRONX
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,JEFFERSON AVENUE,BROOKLYN
February,DEP,Noise,,,NEW YORK
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,COMMONWEALTH AVENUE,BRONX
February,DEP,Noise,,WEST   28 STREET,NEW YORK
February,DEP,Air Quality,,,Jamaica
February,DOT,Street Condition,Street,,FOREST HILLS
February,DOF,DOF Property - Reduction Issue,Co-Op Unit,,JAMAICA
February,NYPD,Illegal Parking,Street/Sidewalk,,BROOKLYN
February,HPD,DOOR/WINDOW,RESIDENTIAL BUILDING,2 AVENUE,NEW YORK
February,DOT,Street Condition,,CYPRESS HILLS STREET,Ridgewood
February,NYPD,Derelict Vehicle,Street/Sidewalk,WILLIS AVENUE,STATEN ISLAND
February,DOF,DOF Literature Request,,,
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,FRANKLIN AVENUE,BROOKLYN
February,DEP,Sewer,,RALPH AVENUE,BROOKLYN
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST  222 STREET,BRONX
February,DOT,Traffic Signal Condition,,,
February,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,COLLEGE AVENUE,BRONX
February,NYPD,Blocked Driveway,Street/Sidewalk,SOUTH 8 STREET,BROOKLYN
February,DEP,Noise,,,NEW YORK
February,DSNY,Derelict Vehicles,Street,ROSE AVENUE,STATEN ISLAND
February,DFTA,Housing - Low Income Senior,Senior Address,,BRONX
February,FDNY,Fire Safety Director - F58,Street Address,COOPER SQUARE,NEW YORK
February,NYPD,Illegal Parking,Street/Sidewalk,CLERMONT AVENUE,BROOKLYN
February,DOT,Broken Muni Meter,Street,JAMAICA AVENUE,QUEENS VILLAGE
February,HRA,Benefit Card Replacement,NYC Street Address,,
February,DOT,Street Condition,Street,,BROOKLYN
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST  139 STREET,BRONX
February,DEP,Sewer,,33 STREET,Astoria
February,NYPD,Blocked Driveway,Street/Sidewalk,ROCKAWAY AVENUE,BROOKLYN
February,DOT,Traffic Signal Condition,,,BROOKLYN
February,DEP,Sewer,,,BROOKLYN
February,NYPD,Noise - Residential,Residential Building/House,12 STREET,LONG ISLAND CITY
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST   98 STREET,BROOKLYN
February,NYPD,Noise - Residential,Residential Building/House,KINGSTON AVENUE,BROOKLYN
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,BEACH  125 STREET,Rockaway Park
February,DSNY,Derelict Vehicles,Street,VAN LOON STREET,Elmhurst
February,DCA,Consumer Complaint,,JEROME AVENUE,BRONX
February,DSNY,Missed Collection (All Materials),Sidewalk,UNION AVENUE,BRONX
February,DOB,Boilers,,ST JOHN PLACE,BROOKLYN
February,DEP,Water System,,47 AVENUE,Long Island City
February,DOF,DOF Literature Request,,,
February,DOT,Street Light Condition,,,BROOKLYN
February,DOT,Street Light Condition,,,BROOKLYN
February,DSNY,Missed Collection (All Materials),Sidewalk,70 ROAD,Forest Hills
February,NYPD,Derelict Vehicle,Street/Sidewalk,EVERGREEN AVENUE,BROOKLYN
February,DOB,Building/Use,,89 STREET,Woodhaven
February,DPR,Root/Sewer/Sidewalk Condition,Street,CLYDE STREET,FOREST HILLS
February,DCA,Consumer Complaint,,129 STREET,COLLEGE POINT
February,DSNY,Dirty Conditions,Sidewalk,,STATEN ISLAND
February,NYPD,Noise - Residential,Residential Building/House,CYPRESS AVENUE,BRONX
February,HPD,ELECTRIC,RESIDENTIAL BUILDING,LEXINGTON AVENUE,NEW YORK
February,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,EDGECOMBE AVENUE,NEW YORK
February,DOT,Street Light Condition,,,Flushing
February,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,OCEAN PARKWAY,BROOKLYN
February,DOB,Building/Use,,103 AVENUE,Ozone Park
February,DOT,Street Condition,,RALPH AVENUE,BROOKLYN
February,HRA,Benefit Card Replacement,NYC Street Address,,
February,DOT,Street Light Condition,,,Jackson Heights
February,DOT,Traffic Signal Condition,,,
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,PARK HILL AVENUE,STATEN ISLAND
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,VAN SICLEN AVENUE,BROOKLYN
February,DOT,Broken Muni Meter,Street,DYRE AVENUE,BRONX
February,DEP,Sewer,,AMBOY ROAD,STATEN ISLAND
February,DSNY,Derelict Bicycle,Street,WEST   30 STREET,NEW YORK
February,DOT,Broken Muni Meter,Street,,NEW YORK
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
February,DOT,Street Light Condition,,,BROOKLYN
February,NYPD,Noise - Residential,Residential Building/House,GERARD AVENUE,BRONX
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BOYNTON AVENUE,BRONX
February,NYPD,Noise - Vehicle,Street/Sidewalk,LINDEN STREET,BROOKLYN
February,DOT,Street Condition,,,Forest Hills
February,DOT,Broken Muni Meter,Street,BROADWAY,NEW YORK
February,NYPD,Noise - Residential,Residential Building/House,EAST 181 STREET,BRONX
February,NYPD,Noise - Commercial,Store/Commercial,EAST 67 STREET,NEW YORK
February,NYPD,Blocked Driveway,Street/Sidewalk,80 STREET,OZONE PARK
February,NYPD,Blocked Driveway,Street/Sidewalk,PAULDING AVENUE,BRONX
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,EAST TREMONT AVENUE,BRONX
February,TLC,Taxi Complaint,,,NEW YORK
February,NYPD,Blocked Driveway,Street/Sidewalk,WEST 57 STREET,NEW YORK
February,DSNY,Dirty Conditions,Sidewalk,NORTH    1 STREET,BROOKLYN
February,NYPD,Noise - Residential,Residential Building/House,JEROME AVENUE,BRONX
February,TLC,Taxi Complaint,,WEST 44 STREET,NEW YORK
February,NYPD,Noise - Residential,Residential Building/House,WEST 23 STREET,NEW YORK
February,NYPD,Noise - Residential,Residential Building/House,SCHAFFER STREET,BROOKLYN
February,NYPD,Noise - Residential,Residential Building/House,NEW LOTS AVENUE,BROOKLYN
February,NYPD,Noise - Residential,Residential Building/House,EAST 137 STREET,BRONX
February,DOB,Elevator,,BROOKLYN AVENUE,BROOKLYN
February,NYPD,Derelict Vehicle,Street/Sidewalk,236 STREET,ROSEDALE
February,DEP,Water System,,SHERIDAN AVENUE,BRONX
February,NYPD,Derelict Vehicle,Street/Sidewalk,,BRONX
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,PAYSON AVENUE,NEW YORK
February,HRA,Benefit Card Replacement,NYC Street Address,,
February,DOT,Street Condition,,172 STREET,Flushing
February,DOT,Street Condition,,PARK CIRCLE,BROOKLYN
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,SOUTHERN BOULEVARD,BRONX
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  156 STREET,NEW YORK
February,NYPD,Noise - Residential,Residential Building/House,79 STREET,BROOKLYN
February,DHS,Homeless Person Assistance,,WEST 60 STREET,NEW YORK
February,NYPD,Derelict Vehicle,Street/Sidewalk,,JAMAICA
February,DOT,Traffic Signal Condition,,,BROOKLYN
February,DSNY,Derelict Bicycle,Street,PARSONS BOULEVARD,
February,DEP,Water System,,EXETER STREET,BROOKLYN
February,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,WEST  179 STREET,NEW YORK
February,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,DR M L KING JR BOULEVARD,BRONX
February,HPD,FLOORING/STAIRS,RESIDENTIAL BUILDING,SHERIDAN AVENUE,BRONX
February,DOF,DOF Literature Request,,,
February,DOF,DOF Literature Request,,,
February,DOT,Traffic Signal Condition,,,Corona
February,DPR,Dead Tree,Street,EAST 54 STREET,BROOKLYN
February,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,PALADINO AVENUE,NEW YORK
February,NYPD,Noise - Residential,Residential Building/House,WOODYCREST AVENUE,BRONX
February,NYPD,Noise - Residential,Residential Building/House,KISSENA BOULEVARD,FLUSHING
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,VYSE AVENUE,BRONX
February,EDC,Noise - Helicopter,Above Address,KEW GARDENS ROAD,KEW GARDENS
February,NYPD,Noise - Residential,Residential Building/House,EAST 166 STREET,BRONX
February,HRA,Benefit Card Replacement,NYC Street Address,,
February,NYPD,Noise - Residential,Residential Building/House,80 STREET,ELMHURST
February,DOB,Boilers,,BOYNTON AVENUE,BRONX
February,DEP,Sewer,,EAST   12 STREET,NEW YORK
February,DEP,Air Quality,,,NEW YORK
February,NYPD,Illegal Parking,Street/Sidewalk,EAST 73 STREET,NEW YORK
February,DOF,DOF Property - Owner Issue,Property Address,,BROOKLYN
February,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,YORK AVENUE,STATEN ISLAND
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,CUMBERLAND STREET,BROOKLYN
February,DEP,Water System,,WADSWORTH AVENUE,NEW YORK
February,DOT,Street Condition,,72 DRIVE,Flushing
February,DOB,Building/Use,,HAMDEN AVENUE,STATEN ISLAND
February,NYPD,Derelict Vehicle,Street/Sidewalk,MEEKER AVENUE,
February,NYPD,Noise - Residential,Residential Building/House,LINDEN BOULEVARD,BROOKLYN
February,DOT,Traffic Signal Condition,,,
February,DOHMH,Rodent,3+ Family Apt. Building,AMSTERDAM AVENUE,NEW YORK
February,NYPD,Noise - Residential,Residential Building/House,AUDOBON AVENUE,NEW YORK
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,MADISON AVENUE,NEW YORK
February,DEP,Sewer,,253 STREET,Rosedale
February,DOT,Broken Muni Meter,Street,,NEW YORK
February,NYPD,Noise - Commercial,Store/Commercial,WEST 75 STREET,NEW YORK
February,HRA,Benefit Card Replacement,NYC Street Address,,
February,DOT,Street Condition,,177 STREET,Jamaica
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,IRVING AVENUE,BROOKLYN
February,NYPD,Blocked Driveway,Street/Sidewalk,53 ROAD,MASPETH
February,DOT,Street Light Condition,,,Rockaway Park
February,DSNY,Dirty Conditions,Sidewalk,RICHMOND TERRACE,STATEN ISLAND
February,DOHMH,Unsanitary Animal Pvt Property,1-2 Family Dwelling,WENLOCK STREET,STATEN ISLAND
February,DOT,Street Condition,,,Ozone Park
February,DSNY,Graffiti,Mixed Use,WEST  183 STREET,BRONX
February,DOT,Street Condition,,,BROOKLYN
February,DOF,DOF Property - Request Copy,Property Address,,BROOKLYN
February,DOT,Traffic Signal Condition,,,
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,EAST   88 STREET,NEW YORK
February,HPD,WATER LEAK,RESIDENTIAL BUILDING,12 STREET,Astoria
February,DOT,Street Condition,Street,,NEW YORK
February,DPR,New Tree Request,,3RD AVE,BRONX
February,DOT,Street Light Condition,,93 ST E,
February,DOT,Street Condition,,,NEW YORK
February,DSNY,Sanitation Condition,Sidewalk,,NEW YORK
February,NYPD,Noise - Street/Sidewalk,Street/Sidewalk,38 STREET,BROOKLYN
February,DOT,Street Condition,,FT WASHINGTON AVENUE,NEW YORK
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,DEAN STREET,BROOKLYN
February,HPD,UNSANITARY CONDITION,RESIDENTIAL BUILDING,161 STREET,Fresh Meadows
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,ALBEMARLE ROAD,BROOKLYN
February,DCA,Consumer Complaint,,,NEW YORK
February,DOHMH,Food Poisoning,Restaurant/Bar/Deli/Bakery,NEW UTRECHT AVENUE,BROOKLYN
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BRISTOW STREET,BRONX
February,DPR,Damaged Tree,Street,,BRONX
February,DOF,DOF Literature Request,,,
February,DOF,DOF Property - Request Copy,Property Address,,FLUSHING
February,DOB,General Construction/Plumbing,,HOWARD AVENUE,BROOKLYN
February,HPD,PAINT/PLASTER,RESIDENTIAL BUILDING,BEDFORD AVENUE,BROOKLYN
February,DOT,Street Light Condition,,,
February,DOF,DOF Property - Update Account,Property Address,,BROOKLYN
February,DHS,Homeless Person Assistance,,EAST 23 STREET,NEW YORK
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST  142 STREET,NEW YORK
February,NYPD,Non-Emergency Police Matter,Street/Sidewalk,ELY AVENUE,BRONX
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,WEST   10 STREET,BROOKLYN
February,DEP,Air Quality,,5 AVENUE,BROOKLYN
February,HPD,HEAT/HOT WATER,RESIDENTIAL BUILDING,BERGEN STREET,BROOKLYN
February,DHS,Homeless Person Assistance,,TRINITY PLACE,NEW YORK
February,DEP,Sewer,,196 STREET,Saint Albans
